F,F
FT,F
PG,F
WAH,F
IOG,F
CEC,F
EAH,F
GLF,F
CA,CC
AR,CC
CCH,CC
EQ,CQ
WQS,CQ
WQ,CQ
ENL,CQ
ENA,NL
ENB,NL
ENC,NL
END,NL
